Bedrooms,Bathrooms,Floor_area,Price_in_taka,City
3,3,1420,10500000,0
4,4,2456,22104000,0
4,4,2500,22500000,0
3,3,1599,15990000,0
8,6,2100,5460000,0
3,3,1348,11200000,0
4,4,2225,23500000,0
3,4,2255,22000000,0
3,3,1200,5400000,0
3,3,1200,5400000,0
3,2,1100,4950000,0
3,3,1445,6936000,0
3,3,1200,5000000,0
3,2,1150,6325000,0
3,2,1150,6325000,0
3,3,1050,3750000,0
3,2,1200,5500000,0
4,3,1650,10000000,0
2,1,89,3000000,0
3,3,1850,9800000,0
3,3,1420,8200000,0
2,2,850,3300000,0
3,3,1475,15550000,0
3,3,1375,14550000,0
3,2,1050,4410000,0
2,2,905,4072500,0
2,2,850,3825000,0
2,2,600,2880000,0
3,3,1422,9811800,0
3,2,1200,6050000,0
3,3,1470,7800000,0
3,3,1396,9674000,0
3,3,1100,6200000,0
3,3,1700,11600000,0
3,3,1625,11000000,0
2,2,900,6500000,0
3,3,1465,8600000,0
3,3,1600,12000000,0
3,3,1180,6490000,0
3,3,1215,7500000,0
2,2,800,4000000,0
2,2,785,8250000,0
3,3,1800,16000000,0
3,3,1700,18500000,0
3,3,1125,9500000,0
3,2,1200,11500000,0
2,2,1000,7500000,0
3,2,1150,9000000,0
2,2,800,4000000,0
3,2,1000,6000000,0
3,2,1030,6000000,0
3,3,1250,6700000,0
3,3,1105,7500000,0
3,3,2374,26500000,0
2,2,970,4000000,0
3,3,1239,11000000,0
2,2,1040,6200000,0
3,3,1350,8500000,0
3,3,1660,10500000,0
4,4,1497,9500000,0
3,3,3600,55000000,0
3,3,1360,13900000,0
3,3,1360,8000000,0
4,5,2220,24000000,0
3,3,1100,6500000,0
2,2,930,5500000,0
3,4,2250,21500000,0
3,3,1238,11000000,0
3,3,1700,15000000,0
3,3,1120,6000000,0
3,3,1150,6000000,0
3,3,1200,6000000,0
3,4,1635,9000000,0
3,3,1445,13000000,0
3,3,1350,6500000,0
3,2,1115,5800000,0
4,4,3132,27000000,0
2,2,1000,6000000,0
3,3,1550,12000000,0
3,2,975,4000000,0
4,4,2440,25400000,0
3,3,2700,67500000,0
3,3,2700,67500000,0
3,3,1250,7500000,0
3,3,1600,14400000,0
3,3,1600,19200000,0
3,3,1550,11500000,0
4,4,2187,39366000,0
3,3,1500,12000000,0
3,3,1227,5800000,0
3,3,1150,6000000,0
2,1,600,2000000,0
3,2,1050,4500000,0
3,3,550,8000000,0
3,3,1300,6500000,0
3,3,2150,23500000,0
3,3,1335,6007500,0
3,3,1186,5337000,0
2,2,895,5500000,0
2,2,765,5207500,0
2,2,750,4000000,0
2,2,750,4000000,0
3,3,930,3900000,0
3,3,1542,8500000,0
2,2,650,2400000,0
3,3,1250,6250000,0
3,2,1250,6250000,0
3,3,1600,9500000,0
3,3,1275,5737500,0
2,2,875,4000000,0
3,3,3200,20000000,0
3,3,1300,6500000,0
3,3,1300,6500000,0
3,3,1180,7500000,0
2,2,956,5800000,0
3,2,1250,7500000,0
3,2,900,4320000,0
3,2,925,4440000,0
3,2,900,4320000,0
4,4,1800,9000000,0
3,2,1225,5512500,0
3,2,1100,4620000,0
3,2,1100,5800000,0
2,2,1300,6500000,0
3,2,800,5300000,0
2,2,830,4700000,0
3,3,4025,50000000,0
3,3,1200,7500000,0
3,3,1465,8000000,0
3,2,1050,6000000,0
3,3,1260,7000000,0
3,3,1275,7200000,0
2,2,855,4275000,0
16,10,2154,32310000,0
16,10,2154,32310000,0
3,3,1513,13500000,0
3,4,2000,20000000,0
3,3,1175,9987500,0
3,3,1100,9000000,0
3,4,1637,12000000,0
3,3,1425,11500000,0
3,3,1500,12000000,0
2,2,612,2900000,0
2,2,650,4000000,0
3,3,1220,9500000,0
2,2,1020,5000000,0
3,3,1310,9825000,0
3,3,1310,12000000,0
2,2,650,2800000,0
4,5,2900,35000000,0
2,2,600,3250000,0
3,3,1125,5925000,0
3,4,2230,21200000,0
2,2,1150,8700000,0
3,2,1175,7000000,0
3,3,1040,6500000,0
3,3,2060,18540000,0
3,3,1425,19950000,0
3,3,1280,7680000,0
4,4,2650,21000000,0
3,3,1218,11000000,0
3,3,1475,15000000,0
3,3,1500,7300000,0
3,3,1275,10600000,0
2,2,1050,4800000,0
2,2,850,5500000,0
3,4,1440,7300000,0
2,3,948,7000000,0
3,3,1920,10500000,0
2,2,900,4800000,0
2,2,887,3000000,0
3,2,1245,6800000,0
3,2,1180,6500000,0
3,3,1250,8200000,0
3,3,1300,8500000,0
3,3,307,9210000,0
3,3,307,9210000,0
4,4,1000,35000000,0
3,2,1000,6000000,0
3,3,1265,8800000,0
3,3,1450,7000000,0
3,3,1650,13200000,0
3,3,1180,7000000,0
3,4,1650,14000000,0
3,3,1240,8700000,0
3,3,1504,7100000,0
2,2,750,4000000,0
2,2,750,3500000,0
3,3,1980,18000000,0
3,5,1585,14000000,0
3,3,1485,13200000,0
3,3,1545,14000000,0
3,3,1050,8200000,0
4,4,1650,9500000,0
4,4,2250,21800000,0
4,4,3000,120000000,0
4,4,2160,34800000,0
3,3,1350,8000000,0
3,3,1133,5200000,0
3,3,980,5500000,0
3,3,1610,13000000,0
3,3,1200,10000000,0
3,3,1120,5040000,0
3,3,1250,8625000,0
3,3,1250,8625000,0
3,3,1050,19400000,0
3,2,1100,6500000,0
4,4,2350,19500000,0
2,2,650,3500000,0
2,2,650,3500000,0
3,4,1517,11500000,0
4,5,2200,23000000,0
2,2,700,3800000,0
3,3,1722,18200000,0
3,3,1250,7500000,0
3,3,1150,7975000,0
2,2,900,4600000,0
3,3,1050,6000000,0
3,3,1200,5000000,0
3,3,1400,12500000,0
3,3,1200,6000000,0
4,4,1740,11300000,0
3,3,1200,7700000,0
2,2,1000,3500000,0
3,3,1770,9000000,0
3,3,1250,6000000,0
3,3,1450,12000000,0
2,2,880,4400000,0
3,3,1375,8400000,0
3,3,1115,6700000,0
3,2,1000,6800000,0
3,2,820,3700000,0
3,3,1250,7000000,0
3,3,1400,7500000,0
4,4,3200,58000000,0
3,3,1150,7000000,0
3,2,1140,6100000,0
3,3,1500,10800000,0
3,3,1332,5791500,0
3,3,1332,7326000,0
3,2,1150,6500000,0
2,2,980,5390000,0
2,2,900,4950000,0
3,3,1250,6000000,0
3,4,1851,13882500,0
3,4,1700,15000000,0
3,3,1050,6300000,0
3,3,1475,15550000,0
3,3,2961,52500000,0
2,2,900,3150000,0
3,3,1459,13500000,0
3,3,1500,12500000,0
3,3,1350,11600000,0
3,3,2160,21000000,0
4,5,2880,32000000,0
4,4,1560,11200000,0
2,2,850,5000000,0
3,3,1518,12400000,0
2,2,1100,5500000,0
3,3,1250,7200000,0
2,2,850,4000000,0
3,3,1200,5800000,0
3,2,950,5200000,0
3,3,1500,11500000,0
3,2,725,4800000,0
3,3,1350,6575000,0
3,3,1245,5353500,0
3,3,1350,8500000,0
3,3,1375,7000000,0
2,2,860,4500000,0
3,2,1020,6000000,0
3,2,1050,4725000,0
2,2,950,4275000,0
4,4,2450,43000000,0
4,5,2258,28000000,0
3,4,1500,12200000,0
3,4,3226,30000000,0
3,2,1050,5000000,0
3,3,1872,13500000,0
3,2,935,6610000,0
2,2,750,3500000,0
3,2,963,2503800,0
2,2,951,2472600,0
3,3,1248,3244800,0
3,3,1550,12500000,0
1,1,350,5500000,0
3,3,1600,16000000,0
3,3,1600,16000000,0
3,3,1800,18000000,0
3,3,1439,13000000,0
3,3,1505,11500000,0
3,4,1605,17000000,0
3,3,1537,14500000,0
3,3,1350,9500000,0
3,3,1750,12000000,0
4,3,2000,20000000,0
3,3,307,9210000,0
3,3,307,9210000,0
4,4,1000,35000000,0
3,2,1000,6000000,0
3,3,1265,8800000,0
3,3,1450,7000000,0
2,2,800,3800000,0
3,3,2200,18500000,0
3,3,1350,7400000,0
2,2,840,5000000,0
6,4,3600,42000000,0
3,3,1450,9500000,0
3,5,2160,29000000,0
3,2,1050,5500000,0
2,2,1050,5000000,0
2,2,650,3200000,0
3,3,1618,12500000,0
4,5,3600,34000000,0
4,4,2280,25000000,0
3,3,1450,12000000,0
3,3,1290,6500000,0
3,3,1300,6000000,0
2,2,772,4300000,0
4,4,2160,24500000,0
3,3,1495,7000000,0
2,2,650,3500000,0
2,2,650,3200000,0
3,3,1200,5500000,0
3,3,1200,5500000,0
3,3,1200,5500000,0
3,3,1475,8850000,0
3,2,900,4000000,0
3,3,1260,8000000,0
3,3,1596,10374000,0
3,3,1350,10800000,0
3,3,1657,10500000,0
2,2,980,4500000,0
3,3,1370,7800000,0
3,3,1420,10500000,0
4,4,2456,22104000,0
4,4,2500,22500000,0
3,3,1599,15990000,0
3,3,1450,10150000,0
4,4,1940,13968000,0
3,3,1350,8000000,0
3,3,1322,9000000,0
4,3,1635,10627500,0
3,3,1850,14800000,0
3,3,1245,4500000,0
3,2,1250,4500000,0
3,2,1000,5100000,0
3,3,1900,23000000,0
3,3,1400,8400000,0
2,2,1265,7500000,0
5,4,2400,18000000,0
3,3,1050,10000000,0
3,3,2100,15750000,0
3,3,2100,15750000,0
2,2,800,3200000,0
4,4,2140,16000000,0
3,2,955,5000000,0
3,3,1285,7788000,0
3,3,2350,50000000,0
3,3,1412,7000000,0
5,4,2160,18000000,0
2,2,1100,9000000,0
3,2,1125,6187500,0
2,2,241,4500000,0
3,3,1205,6600000,0
3,3,1220,6800000,0
3,4,1800,19000000,0
3,3,900,4050000,0
3,3,1350,7425000,0
2,2,780,3120000,0
3,3,1250,9000000,0
2,2,900,4000000,0
2,2,650,2300000,0
3,4,1560,10000000,0
3,3,1133,6231500,0
2,1,360,3500000,0
3,3,1100,5000000,0
3,3,1390,7665000,0
3,3,1485,8167000,0
3,3,1485,8167000,0
3,3,1080,4320000,0
3,2,1050,5500000,0
3,3,1300,5850000,0
3,3,1300,5460000,0
3,3,1150,6000000,0
2,1,600,2000000,0
3,2,1050,4500000,0
3,3,550,8000000,0
3,3,1300,6500000,0
3,3,2150,23500000,0
3,3,1335,6007500,0
3,3,1186,5337000,0
2,2,895,5500000,0
2,2,765,5207500,0
2,2,750,4000000,0
2,2,750,4000000,0
3,3,930,3900000,0
3,3,1542,8500000,0
2,2,650,2400000,0
3,3,1250,6250000,0
3,2,1250,6250000,0
3,3,1600,9500000,0
3,3,1485,8167000,0
3,3,1485,8167000,0
2,2,632,4424000,0
3,4,1560,10000000,0
3,3,1133,6231500,0
2,1,360,3500000,0
3,3,1100,5000000,0
3,3,1390,7665000,0
3,3,1485,8167000,0
3,3,1485,8167000,0
3,3,1080,4320000,0
3,2,1050,5500000,0
3,3,1300,5850000,0
3,3,1300,5460000,0
3,3,1410,7000000,0
2,2,860,4500000,0
3,3,1254,5500000,0
4,5,2859,35237500,0
3,3,1195,8500000,0
3,4,1800,7500000,0
3,3,1860,12000000,0
3,4,1654,8500000,0
3,2,950,3500000,0
3,3,1360,13000000,0
3,3,1360,10000000,0
3,4,1250,23000000,0
3,3,1332,5594400,0
3,4,2200,20000000,0
3,3,1537,14500000,0
3,3,1585,13000000,0
3,3,2000,17000000,0
4,4,2036,17000000,0
3,2,1095,7000000,0
3,3,1240,9000000,0
3,3,1500,12500000,0
3,2,1265,12650000,0
3,3,1120,6160000,0
3,2,960,3700000,0
3,3,1350,6500000,0
2,1,550,2310000,0
3,2,1075,4062500,0
4,4,4686,210870000,0
2,1,682,3600000,0
2,1,682,3600000,0
3,2,852,8094000,0
3,3,1250,10500000,0
3,3,1150,5500000,0
3,3,1550,12000000,0
3,2,975,4000000,0
3,2,900,4320000,0
3,2,925,4440000,0
3,2,900,4320000,0
4,4,1800,9000000,0
3,2,1225,5512500,0
3,2,1100,4620000,0
3,2,1100,5800000,0
2,2,1300,6500000,0
3,2,800,5300000,0
3,3,1100,5500000,0
4,5,2900,35000000,0
2,2,600,3250000,0
3,3,1125,5925000,0
3,4,2230,21200000,0
2,2,1150,8700000,0
3,2,1175,7000000,0
3,3,1040,6500000,0
4,4,2700,26500000,0
4,4,2440,25400000,0
3,3,2700,67500000,0
3,3,2700,67500000,0
3,3,1250,7500000,0
3,3,1600,14400000,0
3,3,1600,19200000,0
3,3,1550,11500000,0
4,4,2187,39366000,0
3,3,1618,12500000,0
3,2,1000,5700000,0
4,5,2553,37500000,0
3,3,1294,10000000,0
2,2,900,4100000,0
3,3,1265,8500000,0
3,2,975,4000000,0
3,4,1960,39000000,0
3,5,2075,29300000,0
3,2,1220,5020000,0
2,2,650,3000000,0
4,4,3218,27500000,0
3,3,1265,8500000,0
3,3,1250,7500000,0
3,3,1900,23000000,0
3,3,1245,5368000,0
2,2,1100,5500000,0
4,5,2220,24100000,0
3,3,1250,11700000,0
3,3,1250,6265000,0
2,2,650,3000000,0
2,2,1000,4500000,0
3,3,1500,15000000,0
3,4,2100,23110000,0
3,3,1725,14662500,0
2,2,650,2800000,0
3,3,1265,8500000,0
2,2,1100,5500000,0
1,1,250,3400000,0
3,5,1585,14000000,0
4,4,3200,59000000,0
2,2,650,4600000,0
2,2,1000,4500000,0
3,3,2500,65000000,0
4,4,2160,25000000,0
3,3,1100,6050000,0
4,4,2900,101500000,0
3,3,900,14000000,0
3,3,1600,13600000,0
3,2,945,6200000,0
3,3,1160,8000000,0
3,2,1250,7400000,0
3,2,975,4000000,0
2,2,650,3000000,0
3,3,2184,6000000,0
3,2,975,4000000,0
3,3,1265,8500000,0
3,3,1185,11000000,0
3,4,1960,39000000,0
3,5,2075,29300000,0
3,3,1250,7600000,0
4,5,2220,24100000,0
3,3,1250,11700000,0
3,3,1250,6265000,0
3,3,1096,6600000,0
4,5,2553,37500000,0
3,3,1200,5985000,0
3,4,2255,22000000,0
3,3,1250,7500000,0
3,3,2120,33000000,0
3,3,1431,9000000,0
2,1,630,3500000,0
3,2,1175,7000000,0
4,4,2180,17500000,0
3,2,1150,4885000,0
3,3,1156,6827500,0
2,2,1150,8700000,0
3,3,1618,12500000,0
3,2,1000,5700000,0
4,4,3900,52000000,0
3,3,1650,9075000,1
4,5,2079,14500000,1
3,3,1644,9000000,1
3,3,2200,12000000,1
3,3,1620,13000000,1
3,4,1800,12500000,1
3,4,1800,12500000,1
4,4,3500,29000000,1
3,3,1800,12160000,1
3,3,1250,5500000,1
3,3,1806,12481000,1
3,3,1400,8200000,1
3,3,1300,5600000,1
3,3,1250,5600000,1
3,5,2000,13000000,1
3,3,1775,14200000,1
2,2,200,4800000,1
3,3,1750,7875000,1
2,2,200,5000000,1
2,2,240,6000000,1
3,3,1440,6500000,1
3,2,135,2430000,1
3,2,905,3200000,1
3,3,1280,6000000,1
3,3,1315,5260000,1
3,3,1275,5100000,1
3,4,1641,11000000,1
3,3,1275,5100000,1
3,3,1806,12481000,1
4,4,3500,29000000,1
3,3,1616,11500000,1
3,3,1300,7280000,1
3,3,1235,6500000,1
3,3,1280,7400000,1
2,2,900,3800000,1
3,3,1280,7400000,1
3,3,1800,12160000,1
3,3,1250,5500000,1
3,3,1452,9300000,1
3,3,1426,7117000,1
3,3,1500,8700000,1
3,3,1460,8100000,1
3,3,1650,9075000,1
3,3,1530,7650000,1
4,5,2540,29210000,1
4,5,2540,29210000,1
4,5,2622,30153000,1
4,5,2530,29095000,1
4,5,2530,29095000,1
4,5,2530,29095000,1
3,3,2200,12000000,1
3,3,1620,13000000,1
3,4,1800,12500000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
3,3,2200,17500000,1
2,2,972,5000000,1
3,3,1450,11500000,1
3,4,1290,11000000,1
3,3,1320,5940000,1
3,2,150,1500000,1
3,2,200,2000000,1
3,3,1200,6500000,1
3,2,115,2300000,1
3,3,1365,6000000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1050,4200000,1
2,2,1150,4600000,1
3,3,1750,10000000,1
3,3,1352,6760000,1
3,3,1370,6850000,1
2,2,200,4600000,1
3,2,86,1050000,1
2,2,200,4800000,1
3,3,1750,7875000,1
2,2,200,5000000,1
2,2,240,6000000,1
3,3,1440,6500000,1
3,2,135,2430000,1
3,2,905,3200000,1
3,3,1280,6000000,1
3,3,1335,5340000,1
3,3,1325,5300000,1
3,3,1315,5260000,1
3,3,1275,5100000,1
3,3,1331,7600000,1
3,3,1230,9500000,1
3,3,1230,16605000,1
3,3,1270,17145000,1
3,3,1150,5000000,1
3,3,157,4082000,1
3,4,1525,14000000,1
4,5,4320,42000000,1
3,3,2071,14459000,1
2,2,1025,5000000,1
2,2,1017,4500000,1
3,3,1200,5800000,1
3,3,1565,7260000,1
3,3,1565,7260000,1
3,3,1549,7200000,1
3,3,1600,8000000,1
4,4,1900,8930000,1
3,5,2000,13000000,1
4,6,3000,15000000,1
3,3,1500,10000000,1
3,3,1162,6972000,1
3,3,1162,6972000,1
3,3,1162,6972000,1
3,3,1665,7000000,1
3,3,1950,13000000,1
2,2,850,8000000,1
3,3,1340,7370000,1
2,2,900,5300000,1
4,4,2636,20560800,1
3,3,1350,6300000,1
3,3,1800,10000000,1
3,3,1685,9267500,1
3,3,1500,8250000,1
3,3,1500,8250000,1
3,3,2020,18000000,1
3,3,1750,11000000,1
3,3,1400,8500000,1
3,3,1672,14200000,1
3,3,1100,4950000,1
3,4,205,14350000,1
3,4,138,10350000,1
3,3,277,16620000,1
3,4,175,13125000,1
3,3,1230,6396000,1
2,2,120,3000000,1
2,2,128,3125000,1
4,4,1160,23200000,1
3,3,1160,29000000,1
2,2,125,3500000,1
3,3,1250,7500000,1
3,3,1355,4742500,1
3,3,1355,4742500,1
3,3,1355,4742500,1
3,3,2180,9000000,1
3,4,1800,12500000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
3,3,2200,17500000,1
2,2,972,5000000,1
3,4,1860,13820000,1
4,4,1250,8600000,1
3,3,1150,7500000,1
3,3,1400,8000000,1
3,3,1324,9400000,1
3,3,1300,7200000,1
3,4,1728,22000000,1
4,4,2643,23000000,1
4,6,2880,15000000,1
2,2,105,3675000,1
3,2,110,3850000,1
3,3,1200,6000000,1
2,2,118,2950000,1
3,3,1200,6000000,1
3,2,200,2200000,1
2,2,150,3000000,1
2,2,156,3120000,1
2,2,156,3120000,1
2,2,156,3120000,1
2,2,105,3675000,1
4,4,1638,8000000,1
3,3,1550,7750000,1
3,3,1550,7750000,1
2,2,1100,4500000,1
4,3,1500,6000000,1
3,3,1350,6800000,1
3,3,115,4025000,1
2,2,105,3675000,1
3,2,110,3850000,1
3,3,125,4375000,1
3,2,110,3850000,1
2,2,120,4200000,1
2,2,105,3675000,1
3,3,1575,9000000,1
3,3,1250,4800000,1
3,3,1400,7000000,1
4,4,3000,28000000,1
2,2,220,3000000,1
3,3,825,3700000,1
2,2,1007,5034000,1
2,2,157,5024000,1
2,2,120,3120000,1
2,2,129,3354000,1
3,3,1270,6604000,1
3,3,1400,7280000,1
3,3,1050,5250000,1
3,3,1580,7900000,1
3,3,1428,4998000,1
3,3,1408,4928000,1
4,4,1500,4950000,1
4,4,1500,4950000,1
3,2,1500,6000000,1
3,2,1600,6400000,1
3,3,1160,5220000,1
3,3,1300,7150000,1
3,2,1200,4800000,1
2,2,118,2950000,1
3,3,1200,6000000,1
3,2,200,2200000,1
2,2,150,3000000,1
2,2,156,3120000,1
2,2,156,3120000,1
2,2,156,3120000,1
2,2,105,3675000,1
4,4,1638,8000000,1
3,3,1550,7750000,1
3,3,1550,7750000,1
2,2,1100,4500000,1
3,3,1222,4888000,1
3,3,1226,4904000,1
3,3,1428,4998000,1
3,3,1408,4928000,1
4,4,1500,4950000,1
4,4,1500,4950000,1
3,2,1500,6000000,1
3,2,1600,6400000,1
3,3,1160,5220000,1
3,3,1300,7150000,1
3,2,1200,4800000,1
3,3,1550,6500000,1
3,3,1400,8000000,1
3,3,1324,9400000,1
3,3,1300,7200000,1
3,3,1575,9000000,1
3,3,1550,7500000,1
3,3,1000,5000000,1
3,2,200,1300000,1
3,2,200,1300000,1
3,5,1622,9300000,1
3,3,169,4725000,1
3,3,194,5350000,1
3,3,2000,11000000,1
3,3,1878,15000000,1
3,3,1635,12000000,1
3,3,1180,6490000,1
3,3,1250,7000000,1
3,2,110,3850000,1
2,2,150,3000000,1
3,3,1000,4000000,1
3,3,1400,7800000,1
3,3,1080,5700000,1
4,5,3001,48016000,1
4,5,3638,65484000,1
3,3,1555,6000000,1
3,3,1644,9000000,1
3,3,1500,9000000,1
3,3,1200,4500000,1
3,4,1650,12000000,1
2,2,900,4500000,1
3,3,1325,5300000,1
2,2,129,3725000,1
3,3,176,4400000,1
2,2,110,2750000,1
3,3,1775,12137500,1
3,3,1700,10500000,1
3,3,1430,8500000,1
3,4,2200,13000000,1
3,4,2000,13000000,1
3,2,1290,8000000,1
3,3,1337,7754600,1
3,3,1459,8462200,1
3,3,1360,7888000,1
3,3,1337,7754600,1
2,3,1150,6000000,1
4,5,4509,45000000,1
3,3,1200,7200000,1
3,3,1397,5838000,1
3,4,1630,8500000,1
3,3,1370,6500000,1
3,2,1278,6500000,1
3,3,181,9500000,1
3,3,1410,7755000,1
3,3,1354,6400000,1
2,2,1013,5000000,1
3,3,1450,11500000,1
3,4,1290,11000000,1
3,3,1320,5940000,1
3,2,150,1500000,1
3,2,200,2000000,1
3,3,1200,6500000,1
3,2,115,2300000,1
3,3,1365,6000000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1050,4200000,1
2,2,1150,4600000,1
3,3,1750,10000000,1
3,3,1352,6760000,1
3,3,1370,6850000,1
2,2,200,4600000,1
3,2,86,1050000,1
7,8,1680,30000000,1
3,3,1545,7725000,1
3,3,1375,8562500,1
3,3,1375,8562500,1
3,4,1780,13000000,1
3,3,1400,7800000,1
3,3,1544,9264000,1
3,3,1644,9864000,1
3,3,1646,10039120,1
3,3,1340,8000000,1
3,3,2250,16000000,1
3,3,1335,5340000,1
3,3,1325,5300000,1
3,3,1600,6500000,1
3,3,1100,5500000,1
3,3,2250,12000000,1
4,5,3600,20000000,1
3,3,1644,9864000,1
3,3,1608,8040000,1
3,3,1740,11500000,1
3,3,1775,12137500,1
3,3,1700,10500000,1
3,3,1430,8500000,1
2,2,900,4500000,1
3,3,1325,5300000,1
3,4,1646,11028200,1
3,3,1588,9800000,1
3,3,1175,5875000,1
3,3,1545,7725000,1
3,3,1336,6680000,1
3,3,1699,8495000,1
3,3,1739,8695000,1
3,3,1440,6000000,1
3,3,1440,6192000,1
3,3,1440,6000000,1
3,3,1440,6192000,1
3,3,1440,6192000,1
2,2,129,3725000,1
3,3,176,4400000,1
2,2,110,2750000,1
3,4,2200,13000000,1
3,4,2000,13000000,1
3,2,1290,8000000,1
3,3,1397,5838000,1
3,4,1630,8500000,1
3,3,1370,6500000,1
3,3,1100,7500000,1
3,3,1760,14000000,1
3,3,1314,7570000,1
3,3,1650,9675000,1
3,3,1500,11000000,1
3,3,2200,12100000,1
3,3,1206,5427000,1
3,4,1900,14100000,1
3,2,93,2418000,1
3,2,110,3850000,1
3,2,111,3885000,1
2,2,1120,6720000,1
3,3,1700,8160000,1
3,3,1075,5052500,1
2,2,1050,4000000,1
2,2,138,3950000,1
2,2,864,4800000,1
3,3,1440,8200000,1
3,3,1800,15824000,1
3,4,1860,13820000,1
4,4,1841,16000000,1
3,3,1300,6200000,1
2,2,200,4800000,1
4,5,2530,29095000,1
4,3,1650,8200000,1
2,2,980,4200000,1
3,3,1305,11000000,1
3,3,1200,4500000,1
3,4,1592,8560000,1
3,3,1300,7500000,1
3,3,1262,5679000,1
3,3,1186,5337000,1
2,2,145,2900000,1
4,4,3000,27000000,1
3,3,1320,6000000,1
4,5,2410,15500000,1
4,5,2520,14500000,1
3,2,905,3200000,1
3,5,1592,8560000,1
3,2,1150,6200000,1
3,3,1186,5337000,1
2,2,854,4800000,1
3,3,1450,8500000,1
3,3,1340,6800000,1
3,3,125,4375000,1
3,3,115,4025000,1
3,3,1400,7700000,1
2,2,150,3700000,1
2,2,950,5000000,1
3,3,1700,8500000,1
3,3,1265,5500000,1
3,3,1500,8250000,1
3,4,1850,10000000,1
3,3,1253,5638500,1
2,2,150,3100000,1
3,3,1300,9700000,1
3,3,1392,8500000,1
3,3,1320,7000000,1
3,3,1100,5500000,1
3,3,1612,12000000,1
3,3,965,5200000,1
3,3,2200,12100000,1
3,3,169,5175000,1
3,3,1250,7500000,1
3,3,1400,8500000,1
3,3,1200,4500000,1
3,4,2100,16000000,1
2,2,150,3000000,1
3,3,125,4375000,1
3,3,125,4375000,1
3,3,1600,7000000,1
3,3,1240,5000000,1
3,2,120,2500000,1
3,3,1050,7000000,1
3,3,1270,6604000,1
3,3,1350,6000000,1
4,4,2252,11260000,1
3,3,1350,6831000,1
4,5,2500,17500000,1
4,5,2540,29210000,1
4,5,2530,29095000,1
4,5,2622,30153000,1
4,5,2530,29095000,1
3,2,1300,5800000,1
3,3,1300,8200000,1
3,3,1600,10000000,1
3,3,1240,7000000,1
4,4,2600,18500000,1
4,5,2410,15500000,1
3,2,850,3900000,1
3,3,1455,12500000,1
3,3,1460,8100000,1
3,4,1756,9000000,1
3,3,1580,7200000,1
7,8,4000,58000000,1
3,3,1744,8700000,1
2,2,966,3800000,1
7,8,3000,30000000,1
3,3,1750,9500000,1
3,3,1459,8462200,1
3,3,1415,5820000,1
2,2,854,4500000,1
3,3,1520,16000000,1
3,3,1575,14014000,1
3,4,1485,12000000,1
3,3,1430,6600000,1
3,3,1485,8000000,1
3,3,1664,9200000,1
3,4,1800,12500000,1
3,5,2000,13000000,1
3,3,1500,6000000,1
3,3,1570,6280000,1
3,3,1570,6280000,1
3,3,1335,5340000,1
3,3,1325,5900000,1
3,2,104,2184000,1
3,2,124,2232000,1
3,3,1471,6100000,1
3,3,1692,16000000,1
3,3,1400,11200000,1
3,3,1462,9500000,1
3,3,1320,5940000,1
3,3,1320,5940000,1
3,2,180,1800000,1
3,2,200,2000000,1
2,2,110,2750000,1
3,2,120,2640000,1
3,2,115,2300000,1
2,2,154,3080000,1
3,3,1400,7000000,1
3,3,1650,6600000,1
2,2,1150,4600000,1
2,2,175,3500000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1150,4600000,1
2,2,1050,4200000,1
2,2,1150,4600000,1
3,2,129,2580000,1
2,2,200,4600000,1
2,2,200,4600000,1
2,2,200,4600000,1
2,2,200,4600000,1
3,3,1744,12000000,1
3,4,2060,11500000,1
3,3,1400,8400000,1
3,3,900,5400000,1
3,3,1250,6950000,1
3,3,1530,12300000,1
3,3,1847,12000000,1
3,3,1500,8500000,1
4,4,1950,14625000,1
3,3,1300,10000000,1
3,3,1330,10000000,1
3,3,1440,8000000,1
3,3,2160,18000000,1
3,3,256,25000000,1
3,3,1510,5285000,1
3,3,1410,8000000,1
3,3,1460,7000000,1
4,4,2500,12200000,1
3,3,2200,19000000,1
3,2,84,1250000,1
2,2,200,4800000,1
2,2,200,4800000,1
3,3,240,5760000,1
3,3,240,5760000,1
2,2,200,5000000,1
3,3,1000,5000000,1
3,2,120,2160000,1
3,2,130,2340000,1
3,3,1300,8000000,1
3,3,1500,6000000,1
3,3,1570,6280000,1
3,3,1435,5740000,1
3,3,1335,5340000,1
3,3,1570,6280000,1
3,3,1570,6280000,1
3,3,1335,5340000,1
3,3,1325,5900000,1
3,2,104,2184000,1
3,2,124,2232000,1
2,2,159,2862000,1
3,3,1471,6100000,1
3,3,1625,7512500,1
3,3,1313,6500000,1
3,3,1422,9811800,1
3,3,1433,9887700,1
3,3,1440,9936000,1
3,4,1510,10419000,1
3,3,1744,12000000,1
3,3,1924,19500000,1
3,3,1500,12000000,1
3,3,1644,9864000,1
3,4,1800,13000000,1
3,3,1700,8000000,1
2,2,1050,6000000,1
3,4,1760,13120000,1
2,2,900,5000000,1
3,3,1800,15824000,1
3,3,1012,4400000,1
3,3,1200,6000000,1
3,3,1720,7880000,1
